"date","Afghanistan","Albania","Algeria","American Samoa","Andorra","Angola","Anguilla","Antigua and Barb.","Argentina","Armenia","Aruba","Australia","Austria","Azerbaijan","Bahamas","Bahrain","Bangladesh","Barbados","Belarus","Belgium","Belize","Benin","Bermuda","Bhutan","Bolivia","Bosnia and Herz.","Botswana","Br. Indian Ocean Ter.","Brazil","British Virgin Is.","Brunei","Bulgaria","Burkina Faso","Burundi","C<92><82>te d'Ivoire","Cambodia","Cameroon","Canada","Cape Verde","Cayman Is.","Central African Rep.","Chad","Chile","China","Colombia","Comoros","Congo","Cook Is.","Costa Rica","Croatia","Cuba","Cura<92>_ao","Cyprus","Czech Rep.","Dem. Rep. Congo","Denmark","Djibouti","Dominica","Dominican Rep.","Ecuador","Egypt","El Salvador","Eq. Guinea","Eritrea","Estonia","Ethiopia","Faeroe Is.","Falkland Is.","Fiji","Finland","Fr. Polynesia","France","Gabon","Gambia","Georgia","Germany","Ghana","Greece","Greenland","Grenada","Guam","Guatemala","Guinea","Guinea-Bissau","Guyana","Haiti","Honduras","Hong Kong","Hungary","Iceland","India","Indonesia","Iran","Iraq","Ireland","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kiribati","Korea","Kuwait","Kyrgyzstan","Lao PDR","Latvia","Lebanon","Lesotho","Liberia","Libya","Liechtenstein","Lithuania","Luxembourg","Macao","Macedonia","Madagascar","Malawi","Malaysia","Maldives","Mali","Malta","Marshall Is.","Mauritania","Mauritius","Mexico","Micronesia","Moldova","Monaco","Mongolia","Montenegro","Montserrat","Morocco","Mozambique","Myanmar","Namibia","Nauru","Nepal","Netherlands","New Caledonia","Nicaragua","Niger","Nigeria","Niue","Norfolk Island","Norway","Oman","Pakistan","Palau","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Pitcairn Is.","Poland","Portugal","Puerto Rico","Qatar","Romania","Russia","Rwanda","S. Geo. and S. Sandw. Is.","S. Sudan","Saint Helena","Saint Lucia","Samoa","San Marino","Sao Tome and Principe","Saudi Arabia","Senegal","Serbia","Seychelles","Sierra Leone","Singapore","Sint Maarten","Slovakia","Slovenia","Solomon Is.","Somalia","South Africa","Spain","Sri Lanka","St. Vin. and Gren.","Sudan","Suriname","Swaziland","Sweden","Switzerland","Syria","Taiwan","Tajikistan","Tanzania","Thailand","Timor-Leste","Togo","Tonga","Trinidad and Tobago","Tunisia","Turkey","Turkmenistan","Turks and Caicos Is.","U.S. Virgin Is.","Uganda","Ukraine","United Arab Emirates","United Kingdom","United States","Uruguay","Uzbekistan","Vanuatu","Vatican","Venezuela","Vietnam","W. Sahara","Wallis and Futuna Is.","Yemen","Zambia","Zimbabwe"
2007-07-31,4164171,3670174,974480613,317564568,3710,61279003,1700,5885357,155235535,31414880,2685835,48661464658,122503819,127661205,34351950,123704339,174573642,148864201,2388405,4197463490,2716592,15820603,32518390,172242,9511266,686159,314266,173757,520815247,34501487,120445053,19220562,571847,1423068,23151836,10745007,11022542,4184510792,89033,123521947,136887,200003,387655544,11388167440,74323196,234109,7342664,504887605,19105678,30058509,519748837,0,104949933,42275558,28552101,1045043132,4712311,1491420,195839422,26767077,1044408114,359782810,693949,2397261,36079526,5445635,14308739,3594012,2272361873,150127884,1246519305,2908828156,5646194,4381427,55285981,6043558188,102510971,514004680,1146976,23337946,75768309,211674881,3200098,155209,57950461,5280307,11717033,4744448847,21608833,10812978,1676689588,3784276714,761803708,2617617,304059635,141487950,3603332015,237739336,26978531297,369860150,19067212,29985243,43499253,9525688467,379590503,205458,6150980,182220701,59326549,188828,2754859,25802646,70053,51779512,4065102,40219232,632702,16866187,926376,4287843623,80470561,1013823,81569836,21423045,6281772,229986551,3308537775,13264108,7201426,785790,7931031,1814280,1073,193242760,10118717,67560514,1401701,3811512,165344421,2218888283,834575625,59910397,721127,419523382,62961670,68143873,212622552,341175159,292959576,3613943,228075817,833709782,3697779,353142630,3806389184,5595340,122407073,260118770,25775555,75470540,31556021,729728503,406519,6100,0,18882,21290580,668749096,14538,36880,2521262428,49574405,89091,21534140,4916968,3229352041,0,3250867,21185597,106089610,211709,1099262290,1529672141,1249938645,5446491,72019138,1990397,977726,420733569,658568192,172753055,5457453887,1960797,22849588,2846138648,5730340,2256246,426538474,192532254,50954437,301951285,7366920,347832,1038723,3435697,25538472,1227733351,11585013274,33922355108,58036719,8714134,190707880,4506,1188602153,1536534237,10385,45686694,164342653,4387515,6254188
2007-08-31,4264386,3747743,976978454,320243965,3710,61740081,1700,6053675,156579217,31783733,2724863,49414272146,123907445,131140842,34535526,125428507,176726717,150299030,2607060,4225668069,2716592,15826579,32739507,172242,9808896,686159,328413,173757,523961524,34501487,120770200,19631666,578524,1423068,23521425,10845102,11127701,4220000916,89033,123621947,136887,200003,389826159,11524629387,75063076,234109,7354383,511675979,19237712,30230901,519804398,0,107021922,42874118,29192409,1057799993,5065644,1491420,198133771,26930123,1047208806,360467788,693949,2397261,36146729,5455219,14455126,3649097,2299291602,151776210,1262234878,2933915456,6020456,4430188,56098547,6096474469,103064516,517717084,1148589,23666563,76526614,212879353,3205095,155209,58544471,5280307,11718153,4793996561,21820046,10884312,1708879017,3840246091,763754552,2648175,307638697,143069040,3647774186,240131926,27250032122,370694259,19123039,30640850,43974568,9609732055,385995395,207969,6316713,182679686,59637871,188828,2793569,25950257,70053,52904856,4101635,40564566,632702,16866187,933751,4320779464,82485072,1013823,82702001,21905322,6288220,232981768,3328589561,13383816,7564979,785790,8034498,1814280,1073,194567730,10461000,67802581,1457254,3811512,166315852,2243563123,847430539,61763032,721127,421873154,64324538,70894688,214101220,342779702,297027677,3650558,230148609,847440242,3718080,354398987,3844860869,5707993,123670526,263221984,25807013,77515892,31891015,738823524,406519,6100,0,18882,21560909,680743667,14538,36880,2540547310,49574405,116325,22007629,4916968,3268188715,0,3267973,22272062,108600773,211709,1111159810,1559185074,1253042081,5585695,72035853,1990397,977726,425816288,663548198,172753055,5508374367,1960797,23211174,2875532148,5762525,2256246,430043609,194797780,51336017,304774009,7366920,357832,1038723,3437397,26600733,1239815714,11702840537,34234356276,58585818,8714134,195372468,4506,1207544458,1555543625,10385,46155164,164342653,4417036,6286188
2007-09-30,4342132,3835657,982651764,324386081,3710,63121452,1700,6119553,158904888,32194092,2724863,50125180780,125210074,133187953,34550942,128268054,183861536,151560177,2806716,4282830537,2793942,16082990,32987666,172242,10036862,686159,336861,173757,527051195,34501487,120988683,19841150,590665,1423068,24051262,11146376,12268332,4262144023,89033,123691177,136887,200003,393082251,11692846855,75570681,563763,7661399,520647620,20477905,30605555,542494190,0,108002948,43946172,29878404,1070076380,5301160,1491420,200652814,26995762,1049923560,360932581,693949,2397261,36450330,5457811,14898891,3649097,2331112088,154221013,1276375951,2967866651,7191953,4494768,57135153,6155391362,107045228,521332851,1148589,23822878,77411141,214678145,3205095,155209,59180267,5280307,11732928,4847835731,22036638,11088844,1739351196,3889655464,775795937,2648175,314064050,143862150,3680835774,243889996,27521693812,371606465,19141893,30939252,44602242,9692086241,394419547,207969,6376301,183272102,60903480,188828,2793569,26061343,70053,53381684,4157498,41208765,632702,16866187,933751,4367291074,83986783,1013823,82858304,22522763,6293354,237940864,3368043234,13468465,7761912,785790,8778870,1814280,1073,194650889,10700366,67842581,1552174,3817835,166586981,2274575353,858846403,61763032,721127,428745091,65561813,71074751,216080995,344358735,305940504,3719137,231695911,857875172,3760200,356233288,3887412312,5707993,125142705,265762475,25831397,79252996,32106553,750182633,406519,6100,0,18882,22039600,689613444,14538,36880,2581998291,49650096,131829,22521082,4961107,3334584245,0,3298343,22302564,110065400,211709,1126933162,1581885118,1281506026,5716573,72035853,2028461,977726,430557403,670193605,175773110,5574715442,2328756,23622603,2951624168,5762525,2256246,436971199,199270856,51517107,309825524,7366920,385332,1042007,3471628,28021581,1257291306,11860258399,34484693412,58892706,8714134,199619283,4506,1234259245,1593572400,10385,46828024,166758753,4475083,6401243
2007-10-31,4342132,4077952,1015325555,327938730,3710,63794424,1700,6223222,160058197,35165294,2724863,50971377412,126820893,136893897,34802824,131082911,186879789,154602410,2806716,4351869271,2865604,16082990,33164187,172242,10415140,686159,339242,173757,531015952,34523048,121106325,20585798,625240,1423068,24051262,11243513,13802266,4312560639,89033,123772668,136887,200003,399324758,11837959609,76117730,563763,7684070,530304900,20583304,30962140,553898000,0,108306822,46830096,30467576,1096691962,5351301,1491420,204192194,27307416,1063007570,362437538,693949,2397261,36527468,5463509,15124785,3730692,2359581686,155027495,1289213639,2999648875,8027894,4544693,58375282,6207240060,110721691,524077585,1148589,24099665,78153708,217662829,3678514,155209,61593805,5280307,11773275,4889935984,22141074,11187474,1760409537,3964202968,788631029,2648175,319215781,144788199,3718188982,249445781,27825189847,373437069,19186792,31395884,45298405,9805260195,402537316,335857,6386426,183595216,61762352,188828,2793569,27570578,70053,53802051,4157498,41797050,700545,16878363,947747,4431948221,85190084,1013823,83505322,22726875,6293354,243231251,3424697333,13477845,7856685,785790,8778870,1814280,1073,198157541,11078576,68265453,1576020,3817835,166621978,2300353310,869458475,67926024,721127,453412792,66107806,71833850,268548708,360100229,312681313,3743551,238896723,868328887,3777361,362668621,3965658548,5926270,125923895,270043395,25866353,80213814,33911354,762548091,406519,6100,0,18882,22485418,696210202,14538,36880,2636529793,49777345,138662,23254720,5009766,3379796361,0,3315687,22414435,111520957,211709,1143658399,1602914590,1307864847,5971861,73236288,2032372,977726,434716147,674172835,187638528,5623451270,2694786,24106068,3005757511,5762525,2286910,442315607,204576090,51796309,313180289,7366920,410332,1043787,3533482,29151485,1280277557,11955791941,34853596017,59526648,8714134,204110664,7013,1287363504,1629889255,10385,47329696,174986881,4632782,6401243
2007-11-30,4362413,4239271,1040563331,331118660,3710,65010517,1700,6284828,162898889,35166375,2972022,51763984895,129107491,142652939,34837093,133273635,190809403,156690638,2806716,4411384333,2943166,16095203,33345776,172242,10591094,686159,341342,173757,534385379,34523048,121217432,21462610,630159,1423068,24063269,11688898,14221366,4354276771,89033,123805092,136887,200003,401841384,12033195525,76893458,563763,7973172,538045884,20715310,31014236,567278649,0,108573958,48263039,30758015,1110715477,5671368,1491420,205718206,27485825,1083513174,364917165,693949,2402517,36641054,5471206,15236597,3730692,2395894710,156673146,1303649179,3037291215,8693048,4637705,58631634,6273605664,118407032,527019329,1148589,24392782,78848912,219883182,3729447,155209,62468907,5280307,11774589,4945831205,22330204,11397305,1794200928,4046899717,809995913,2648175,325995419,146989506,3757345801,253322102,28097496000,376333138,19220564,31912022,45834293,9961360060,411730761,337147,6457280,183951281,62506650,188828,3070063,27753753,70053,54663012,4157498,41864899,700545,16878363,947747,4495312981,85824041,1018099,83612381,22969775,6293354,248449056,3514867818,13582764,8013109,828390,8794058,1814280,1073,205992366,12136234,68265453,1764090,3821201,167192607,2325823937,886244075,68672302,721127,464359133,68090235,72986165,270780417,367056954,318086110,3810790,243111275,877562490,3820019,366879237,4024653581,6033495,127792873,270969857,25889265,81622465,33926378,771264585,406519,6100,0,18882,22898395,706090946,14538,36880,2694337290,49777345,142881,23927843,5066911,3503624516,0,3376452,22444301,112840558,211709,1166493524,1611876093,1329062203,5971861,76002794,2033816,977726,439140904,677865894,200875891,5674434429,3524219,24212013,3062128297,5762525,2590638,447386326,210584996,53014674,319553146,7366920,450332,1043787,3589089,30424936,1303002939,12037745267,35167664622,60364999,9076750,208757264,7013,1335492747,1679959368,10385,47664496,183199902,4807458,6401243
2007-12-31,4362413,4467209,1098935401,334060280,3710,66358896,1700,6569498,166024155,36797812,3052495,52568124673,131369881,148998291,35050287,135300148,195954473,158998242,2806716,4474150611,3014492,16095203,33903905,176242,10911119,686159,499242,173757,538557165,34526709,121637244,21739608,641925,1423068,24262266,11802929,15252391,4402672120,89033,123805092,136887,200003,408055648,12224614705,77660699,563763,8619746,546252299,20827367,31090977,587090383,0,111457333,49323902,30900076,1142672532,5838934,1491420,210519663,27969498,1104034831,366436944,693949,2402517,36821380,5476196,15641360,3730692,2422138452,160492950,1320982248,3071122229,9002800,4730279,60522828,6336322836,126171918,532730665,1151914,24671079,79599890,224328761,3729447,155209,63912537,5387505,11826941,4993520664,22506140,12322905,1824174331,4150947512,836426454,2648175,333820749,151377120,3809822216,260627638,28350767308,378861027,19267186,32980086,46221391,10058072987,425291629,337147,6517391,184341215,63639637,188828,3070063,28504686,70053,55299064,4157498,42246092,826564,16878363,947747,4573040667,86848459,1023317,84587928,23301385,6293354,253920404,3589026196,13711179,8363125,828390,8834765,1814280,1073,211179129,12905847,69235604,1844766,3825251,167765273,2363517900,902102305,76210645,721127,490978005,69198873,73649422,278222182,396941642,325749091,3879226,249146626,888474968,3870751,370599205,4107001848,6033495,129186449,273674522,25897052,82849166,33984674,800283205,406519,6100,0,18882,23077282,713208367,14538,36880,2760788040,50276988,301432,24809733,5120856,3597964135,0,3388305,22526663,113923192,211709,1193060354,1623997398,1363020769,5971861,78810268,2033816,977726,445636986,685643272,215159246,5736087763,3948469,24513490,3142160224,5768049,2590638,451436091,216202784,54516279,324766195,7366920,461326,1043787,3589089,31261564,1332612008,12160905149,35531907407,61944645,9437926,212955757,7013,1403647765,1729134076,10385,48267911,190914508,4833950,6460195
2008-01-31,4362413,4646435,1136308595,337113066,3710,68377977,1700,6726116,168493509,37203348,3181162,53220923742,133503796,154701671,35086443,137875537,200861818,161341210,2845669,4522986679,3014492,16095203,34145012,178322,11254571,686159,512399,173757,544242049,34526709,121671214,22292245,641925,1423068,24423239,11834446,15252391,4444401100,89033,123887169,136887,200003,416353805,12348255784,78080565,729410,8763929,551672676,21027431,31204207,616627261,0,113261975,52142997,31408151,1163742763,6201170,1491420,210959605,28509802,1117690107,366787618,693949,2402517,36927885,5495382,15809648,3732432,2444121756,163177025,1334352427,3111220633,9127852,4730279,63077840,6416014256,129580677,537806216,1151914,25071872,80556280,226405337,3729447,155209,64997202,5387505,12009151,5043427914,22567209,13534334,1848842988,4222048359,851908827,2651800,336868619,155573483,3844427211,265747615,28569489830,381245571,19285598,33383204,46357991,10205526378,437011557,337147,6560352,184760035,63921315,188828,3070063,32980623,70053,56093473,4252011,42477022,826564,16878363,947747,4636790088,87944106,1023317,85587876,23638490,6293354,260291717,3654599368,13760072,8452421,828390,8838238,1914640,1073,215757270,13470459,69639852,2101150,3838401,168890442,2385353164,911460622,82101421,721127,510343231,69852149,73762745,285859202,399130356,329480638,3945095,257677283,897053897,3900046,379715576,4182079835,6260959,131162279,277217406,25907639,84818267,34291839,823870496,406519,6100,0,18882,23617802,718347673,14538,36880,2825659083,50276988,315513,24911995,5120856,3682864715,0,3397484,22573257,114199938,211709,1207224096,1636923579,1400827736,5971861,79150065,2036307,977726,455247041,689038708,226797179,5791492677,4040214,24970365,3224751821,5772342,2892821,452816349,222140153,55736414,328690285,7366920,462826,1048350,3712944,31606987,1348751423,12282747963,35807055020,63212438,11614509,214613262,7013,1462438333,1751456727,10385,51877701,192768788,4847144,6460195
2008-02-29,4420767,5032647,1183801580,339276601,3710,69984020,1700,6861953,171069329,37973541,3263875,54020040077,136981228,163739531,35238420,147761201,206159331,163345662,2870199,4588044823,3014492,16095203,34999608,178322,11570975,1059704,513439,173757,560624414,34527789,122548746,22727224,649338,1423068,24703196,12009905,15560468,4490591232,89033,123911691,136887,200003,424916408,12577974432,78512412,966448,8810635,558076354,21279487,31973665,644453423,0,115937098,52837847,31711298,1181889450,6201170,1491420,212198178,29452184,1137915750,367074610,693949,2421415,37031228,5496818,15991386,3732432,2470229499,165308719,1345442642,3150379077,9168682,4730279,66186706,6506668882,136990537,545442694,1154337,25229470,81211679,228311244,3729447,155209,66098949,5489828,12015580,5093350437,22662829,13538264,1882916913,4316712556,860572807,2651800,340579686,161578307,3877747849,270476228,28865985269,383844529,19369600,34876473,46493779,10328618442,450021386,342427,6663523,185128167,64246109,188828,3070063,34044757,70053,56992982,4254535,42678534,885454,16878363,947747,4716717730,89997500,1032210,87616992,23671729,6293354,267330204,3710494536,13788647,8534231,875228,9045247,1914640,1073,224664331,14189249,70188259,2158622,3838401,170325350,2430090680,922640747,87345443,721127,542914939,71388418,74600612,295188959,402224422,334102979,3945095,264029744,907702396,3978803,384360319,4264772150,6260959,132886559,282189537,25936914,88733892,34797232,840692932,406519,6100,0,21600,23792419,723792055,14538,36880,2903657424,50284141,526813,25444783,5129753,3747994263,0,3480608,23460673,116327242,211709,1232718591,1685319568,1441711080,6058753,79789947,2041210,977726,461706647,696904671,244144447,5843855941,4251275,26391193,3282836705,5773539,2892821,455377749,228172884,56550161,335799221,7366920,462826,1048350,3715656,32716023,1365889962,12442883024,36150596459,63682569,11614509,217772396,7013,1541874323,1775488036,10385,52614116,194611359,4848683,6468274
2008-03-31,4447849,5120828,1209943381,341586939,3710,70907664,1700,6870543,174001312,38220738,3637397,54709457386,141131946,171120628,35332578,151235776,208441460,165045423,2875742,4644625699,3100336,16095203,35311582,178322,12137621,1333858,517966,173757,566048988,77366216,122869530,23158377,657302,1432579,25059124,13048394,15564102,4549767921,89033,123986872,136887,200003,429971127,12763368742,79409829,1163736,8877490,565402524,21339348,33382952,667308022,0,119147369,53278814,31941968,1197783759,6438896,1491420,214753731,30041609,1155976775,367556973,693949,2421415,37898208,5515590,16274107,3734832,2495873521,167033982,1361146635,3196374565,9168682,4730279,69229576,6590708534,148602034,552170642,1154337,25441964,81879213,230024338,3729447,155209,67658293,5850741,12349049,5137372501,23287297,14128201,1916636305,4400567668,879516639,2980404,346452425,167868399,3919165800,272686102,29124243556,387231906,19369600,36150397,47266964,10434087226,459048495,342427,6685509,185551275,64398560,188828,3070063,34649009,70053,58992537,4316830,42840411,885454,16878363,947747,4788312558,91774815,1032210,88268562,24223791,6293354,271996374,3746567453,13890971,8627953,875228,9492981,1914640,1073,233234814,14656435,70599106,2187041,3844406,170874840,2489240140,935176843,90644867,721127,558311756,71920556,75459229,301611642,404423581,341152341,4033739,270221244,917783822,4099431,386243042,4304932243,6260959,135687498,286276637,25936914,90375870,35157937,862065985,406519,6100,0,21600,24417943,732268139,14538,36880,2989984383,50341618,598326,25794935,5129753,3827576669,0,3642398,24229769,118536370,211709,1244892937,1700657513,1462140352,6058753,83509580,2041210,977726,468846199,704984257,254875345,5901059469,4251275,26707214,3389945431,5786011,3941600,459954669,232109495,59210757,342209199,7366920,482826,1048350,3718953,34099757,1390549952,12609545209,36494944014,64302044,11614509,220661545,7013,1600347510,1800845873,10385,53358660,198507485,4883358,6470774
2008-04-30,4598891,5407805,1231618382,344309818,3710,71841979,1700,6990894,177052555,38789741,3661112,55575005564,142910315,178056525,35582519,155179941,213065123,167090403,2971393,4682084838,3100336,16095203,35599212,184327,12255739,1333858,527784,173757,569523450,77366216,122940171,23621727,657302,1432579,25823663,13125277,17056572,4587668397,89033,124005002,136887,200003,435403627,12957041879,80214893,1203133,8893620,571469373,21568555,34361604,674058172,0,122106391,53509557,32124477,1224985295,6741293,1526776,216272420,30663455,1175854559,367902547,695438,2421415,38022235,5556385,16741341,3743672,2521884303,170956778,1374473584,3245314492,9328761,4730279,73946018,6675045338,154462263,561178512,1583494,25749196,83156993,232269099,3767044,155209,67946428,6195286,14181065,5191812251,23529429,14645684,1945761551,4480302047,901899326,2982540,353366554,174884772,3963912537,275294451,29468704032,391028755,19455800,36740392,47321420,10576642890,467713577,343581,6758134,186529836,64804330,188828,3070063,34652207,70053,59736370,4397906,42931834,950987,16878363,962162,4884931340,93648711,1038740,90477728,24306451,6293354,280047353,3792841214,13894153,8685544,875228,9521208,1914640,1073,237991637,14754852,70920894,2200379,3850490,171280670,2557774383,950468417,91106267,721127,588958325,73362791,76106105,306956616,408472718,347108465,4164586,273455231,930305231,4165468,395630212,4369190267,6262786,138953925,289451230,25973843,92303024,35659593,881452297,406519,6100,0,21600,24897401,738288615,14538,36880,3059221149,50663760,609254,26182018,5208922,3930774023,0,3649761,24251918,119806681,211709,1258552373,1737196101,1494340257,6172644,88453031,2059979,979226,477128725,713650416,255291958,5985635221,4251275,27898706,3444511815,5786011,4028816,464922048,235201470,60274531,348595754,7366920,505442,1048350,3781439,35768588,1414777256,12796552913,36812363621,64914053,11614509,222507612,7013,1689187891,1822900548,10385,53948746,202074365,4904264,6475135
2008-05-31,4608887,5579221,1242050422,346875993,3710,74735589,1700,7173515,179312756,39027621,4032989,56276349471,145120497,185513213,35747432,158278865,216312616,169060837,3008086,4717871685,3100336,16120389,36065062,184327,12476109,1333858,527784,173757,582626740,77366216,123333049,23998152,659286,1432579,26706435,13395053,17721801,4640332116,89033,124005002,136887,200003,452912514,13138729112,80713288,1249793,8946364,578010875,21830201,35316966,678913829,0,126711234,54968829,32184477,1237370565,7092721,1526776,217612221,31080739,1200952411,368373260,695438,2421415,38239539,5576951,17063434,3846891,2554506309,173647231,1397200316,3287845160,9515375,4730279,79538339,6765448378,163772204,567661935,1583494,25937795,84103256,233606179,3767044,155209,69364452,6195286,14330661,5254955002,23780308,14739556,1988199697,4575403350,916052290,3003519,360354165,181245861,4004288718,278967539,29771502136,393977260,19480663,37691907,47887456,10692790964,475126347,343581,6898879,186903200,65101809,188828,3070063,36236376,70053,60666010,4414389,43448320,962433,16878363,962162,5006141321,95784483,1042677,91599690,24644841,6294379,284932347,3831456201,13901913,8777675,875228,9651035,1914640,1073,245358466,15064941,72066556,2201891,3850490,172591162,2615945129,962740331,92495921,721127,598483822,75033422,76966643,311084373,411954040,352860622,4195258,275083566,942356758,4186329,398031420,4428452037,6463815,140307617,293440496,26025191,95061841,35966566,901463138,406519,6100,0,21600,25715202,746181676,14538,36880,3135449932,50989985,625755,26927239,5208922,4037996436,0,3691131,24297676,121606828,213760,1281591218,1770634909,1511624003,6172644,89359488,2059979,979226,484962445,721607632,267268184,6066458631,5250846,28185218,3588729419,5794248,4028816,471047312,237859282,61218072,353517314,7366920,505442,1052170,3781439,37884785,1441001884,12970164179,37236627020,65858201,11614509,225873673,7013,1728843795,1842655503,10385,54592073,204799606,5134143,6510283
2008-06-30,4753179,6075674,1246404706,349555767,3710,76830299,1700,7173515,180412974,39844086,4226582,57229832080,147520334,190326593,35982410,159911863,218839782,171670327,3165732,4748846995,3186607,16454800,36595758,201583,12856188,1412714,527784,173757,592802777,77366216,123485039,24293472,665249,1432579,27747060,13547199,17778337,4693628939,89033,124005002,136887,200003,460789781,13343972204,81204565,1249793,9001351,585547676,22481196,35930936,682295785,0,129904160,57911161,32435782,1258519742,7226888,1526776,219968818,31263743,1221014044,368685806,695438,2421415,38352690,5595496,17498159,3846891,2581866093,176947503,1415530695,3326462353,9567655,4847314,80156848,6836617861,167529663,571894302,1583494,26379918,84965337,236212954,3767044,155209,69725029,6195286,14478611,5306417023,25223089,14931221,2013526871,4687198486,919904185,3755969,366763975,183553526,4033467295,281755295,30104794434,395316801,19501265,38698503,48238597,10794762439,484633050,343581,6980955,188183508,65533780,188828,3127668,39128187,70053,61623403,4575244,44247560,962433,17453693,962162,5097813664,98946521,1042677,93107607,25208470,6701798,289818221,3872229415,13981125,8878900,875228,9690064,1936400,1073,247113954,15221533,73357275,2512281,3851918,172907139,2661760315,974559679,95878388,721127,609337602,76441970,77139883,314071729,414495160,357386522,4195258,279875600,953879798,4192423,405260920,4466714645,6463815,141225450,298802586,26244767,97583178,36027545,920207281,408298,6100,0,481733,26079782,753919189,14538,36880,3186839714,51022093,629031,26987687,5261311,4085328208,0,3699267,24318000,122834939,213760,1318633350,1804971687,1533547477,6288674,89700390,2059979,979226,490033287,729211525,275627227,6136695281,5499922,28529320,3627407220,5794248,4214804,475787638,242767529,61325080,362135261,7366920,542942,1788220,3792639,43106076,1462301309,13102289156,37578229785,67429689,11614509,229831169,7013,1813496708,1859139405,10385,55529049,205311196,5677782,6517044
2008-07-31,4866719,6077115,1256754180,352192789,3710,79619515,1700,7346369,182645271,40005476,4323468,58101183889,149961777,195643869,36090929,166383988,222886989,174129041,3231273,4790087554,3276932,16654068,36877271,217059,12898558,1654209,533768,173757,598184919,77374195,123865934,24490034,669587,1432579,28786029,14327590,17919742,4724129424,89033,124147660,136887,200003,472097356,13543274692,82267256,1249793,9105200,594577687,22944430,36242105,687322999,0,132925449,59415667,32435782,1274204591,7449749,1526776,221834955,31636695,1236296989,368692703,697410,2421415,38604740,5614977,18009361,3846891,2608457518,178188101,1428653902,3371378025,9764671,4847314,80669607,6913443347,180240637,577996373,1583494,26499273,85691603,237665277,3767044,155209,71369175,6195286,14636862,5372032861,25318852,15499710,2040081050,4772465979,923747278,4853430,371946914,184588478,4071457168,283220900,30388012272,396294747,19664549,39504648,48463440,10904698361,490673539,343581,7036173,188373900,65920578,188828,3215045,42162349,70053,62114590,4579992,44479459,965324,17453693,962162,5163525839,101404339,1042677,95174106,25478626,6701798,293374140,3912943803,14456344,8963292,875228,9718370,1936400,1073,247307500,15600341,73719758,2721604,3885770,172909899,2698753054,988763430,100009423,721127,620319895,80234179,77911654,314774080,416814939,362050980,4246630,282475946,967339446,4199736,407785447,4521244963,6463815,143026883,302848438,26372888,99396354,36366217,940697390,408298,6100,0,481733,26509319,762303668,14538,36880,3233463561,51070717,687823,27258881,5319551,4146038301,0,3723945,25266450,124186159,213760,1335348596,1833692341,1553802047,6381112,89700390,2059979,979226,495000220,738074507,281224113,6211309715,5499922,28653710,3673490995,5804243,4214804,479928736,249279073,61519251,368555833,7366920,542942,1788220,3796939,45225772,1484059180,13233494632,37996783332,68227751,12803868,233851959,546882,1842104329,1877065528,10385,56254320,205314349,5826767,6523639
2008-08-31,5121613,6256009,1264788634,355644741,3710,81597950,1700,7604395,184283617,40005476,4348027,59155807403,152090658,199550238,36469527,171981845,225325524,178797571,3309508,4818182006,3276932,16918093,37459290,221059,12986204,1740379,541745,173757,602504807,77376204,124159869,25053167,669587,1432579,29228711,14622568,19355066,4756101019,89033,124256764,136887,200003,476763085,13727365727,82959121,1249793,9210015,601545163,23177895,36532537,691202163,0,134510699,60114463,33768464,1294971115,7689160,1526776,223646210,32012124,1241317450,369240924,697410,2421415,38886768,5636273,18519807,3922876,2660461631,180286097,1441578344,3405678850,10018614,4847314,80985215,6992365164,184193325,581304400,1583494,27065135,86274206,239410167,3767044,155209,74128501,6442956,14763294,5440522487,25427572,15592693,2112545508,4859417824,930612079,6069249,375802140,185454408,4128776681,286013594,30723230680,397226751,19697423,40562105,48844026,11007062879,495305221,343581,7085752,188392919,66854448,188828,3215045,43987809,70053,63257583,4589103,44663173,965324,17453693,963602,5220010585,103704691,1046460,96943897,25663229,6705666,299454127,3935990255,14673711,9051923,875228,9729010,1936400,1073,248446842,16170488,74196278,2721604,3889323,173733080,2740698979,1024401681,103976040,721127,636240020,80553484,79218807,335719563,420200847,366502448,4264483,286829447,978582374,4245808,411156456,4575628433,6660460,144094919,306362030,26419160,101509284,36599144,963457194,408298,6100,0,481733,27009635,770874900,14538,36880,3272983664,51246648,739205,27530113,5319551,4200660872,0,3751165,25509854,125314155,213760,1349438683,1863114851,1581861562,6523606,89700390,2059979,979226,498542935,745996379,286129240,6282718292,5702329,29240759,3719628307,5804243,4214804,483301702,256050097,61606732,372872481,7366920,542942,1788220,3947566,47950987,1506528835,13369048642,38295492724,69074875,12803868,240419090,546882,1843889542,1900093207,10385,56981125,205634518,5858760,6523639
